id,text,label
sample_01786,"Title: Long battery life, kinda fall out of your ears sometimes
Review: I had to swap to the marshmallow earbuds for them to stay in my ears while I worked out. Sometimes the side with the buttons gets caught on my shoulder and pushes out of my ear, so that's a little annoying.<br /><br />The battery lasts for about a week of gym use. (2 hours a day, so 14, 15 hours)<br /><br />I like the accessories it came with--lots of different options cuz everyone is special and ears are snowflakes.",2
sample_06471,"Title: Too Small for Today’s Larger Frames
Review: I was very disappointed with these cases. Although very attractive (more colorful than what’s shown on site) they’re too small for any of my glasses!",1
sample_08975,"Title: Did not like
Review: I did not like the material at all, very uncomfortable and made me itch.",0
sample_00931,"Title: Simple and not fully compatible with LG sound controls
Review: This device did not enable sound volume control to pass from my TV to my speakers in order use my TV remote, as described. A waste of time and money.",0
sample_02427,"Title: Glitches
Review: I got this mouse because I left my good mouse at a friend's house, who I won't see for a month. I guess you get what you pay for because I've been working for about 2 hours and I've had to take the battery out to reset 5 times. The mouse icon just stops moving. At first I thought it happened when I was typing and went to move it again and it went to sleep, because the light went off. But it just stops mid move on a screen. It's almost better to just use the laptop track pad. I would not recommend",0
sample_01166,"Title: Great old school Shelf System
Review: Great for school dorms or apartments, this Panasonic SC-AKX14 stereo delivers great bass and sound quality. It's attractive and sizable (not compact) and would impress most of the younger set. I think this would make a great present this Christmas to students in college as it would truly rock (especially given its strong wattage) the dorm house. I called this 'old school' because it reminds me a bit of the old boom boxes they used to have around. Of course, with today's MP3 players with their compact sizes and use of wireless speakers, the need for a CD player of this size might be slight outdated. However, it's sound is impressive and reasonably priced for the quality.",2
sample_02762,"Title: As described!
Review: Great works well and as described!!",2
sample_06538,"Title: Love the feel & pockets but very long for me
Review: These are nice, comfy, have pockets and draw string. Very long in the legs, about four inches more than expected for size ordered. If you have a 36"" inseam, these are for you.",2
sample_03881,"Title: Great glycolic acid and exfoliator combination product
Review: I have been using glycolic acid on my face for several years now at the recommendation of my dermatologist. When I saw this Necessity product I decided to try it as they called it an exfoliator gel. I have been also using exfoliating products separately so to be able to get both products in one single application was intriguing for me. I have been using this for almost a month now and I can say that my skin is noticeably smoother and softer and the time of my nightly regimen has been dramatically reduced. I will continue to use and purchase this Necessity product after this initial gel bottle is gone. Great, convenient product.",2
sample_05051,"Title: cuticle pusher
Review: It was supposed to be ""dual sided""... Nope.  Just one side - curved and edged and the bottom round end - no possible use.  So, I didn't get what I ordered.  It works but it's not great.",1
sample_05732,"Title: Horrible
Review: I did not receive item for free so this is an honest review. These are horrible! The blades looked sharp enough and I have years of experience using a razor to tame my thick curly hair but one swipe with this hurt like h#@@! Not only did it hurt, the one little section I managed to suffer through is now super frizzy and split. Not recommended.",0
sample_05571,"Title: I really like this stuff
Review: I originally got this product elsewhere.  This was my third bottle.  It is smooth.  Creates an easy shave.  Not sticky post use.  I didn’t notice a scent.  I do wish it were a bit less expensive.",2
sample_08259,"Title: No Just no
Review: No. Don't bother. No communication and not worth it.",0
sample_00299,"Title: Stop wasting $$ on disposable batteries.
Review: I bought these chargers to supply batteries for my grandkids walkie talkies. They eat up 4 AAA batteries in 24 hours.  The chargers work great, but we ended up ditching the walkie talkies for self charging ones.  You can't go wrong on these chargers. Batteries are ridiculously expensive now days.",2
sample_05941,"Title: Cheap wig I got a refund on it
Review: Very cheaply made",0
sample_03369,"Title: Not too good.
Review: This is not as pictured. I thought I would be getting the natural tone just like the picture. I got a dark mocha. I think it was made for darker skin. It does do on smooth and very creamy on my hand. I used a kleenex to wipe it off and it got on everything. Im guessing it might smear onto clothing if it touched it.",1
sample_05173,"Title: must try. better than silicone products
Review: I have tried many serum that claim to repair your hair. This product has actually improved my color treated hair. I will buy this again when I run out. It does not leave your greasy. It is weightless on fine hair",2
sample_02656,"Title: Exactly as described
Review: As described.",2
sample_02287,"Title: BUY THIS THANG
Review: yes.. so good.  just buy it. my favorite feature is it auto connects and remembers my devices.",2
sample_05018,"Title: Love the Scent
Review: Always a fan of Madonna and the smell is fabulous and will buy again!!!",2
sample_01653,"Title: The 1/8"" jack has stopped making a good connection with my iPad's female jack so the headphones ...
Review: The 1/8&#34; jack has stopped making a good connection with my iPad's female jack so the headphones are virtually worthless now.",0
sample_07902,"Title: A+ would work with again
Review: Item as described. Fast shipping",2
sample_02445,"Title: Damaged
Review: They broke in speaker output and cost me money to get the piece out of my computer..",0
sample_04426,"Title: Great overnight cream!
Review: I usually do not use a product which is classified as a 'night cream' mainly because when I have in the past, they tend to be super greasy/thick and I get the cream all over my pillow. This Odacite is really nice. It is light and absorbs quickly into my skin. I love the light floral fragrance. Having used this nightly for almost three weeks now, I can say I see a noticeable improvement in the dryness of my skin. It is supple and super smooth when I wake up int he morning. This cream is a bit expensive for me so unless the price drops a bit (it's over $100 now), I am not sure if I will be repurchasing. However, I can recommend it!",2
sample_01143,"Title: Came to me defective.
Review: I have had buffalo ministations before that were good, and everyone knows that 1 out of 100 products off the manufacturing line (cars, computers, anything that is made) is defective. I will try again due to having had good experiences before.",0
sample_07319,"Title: Runs small, nice designs
Review: I ordered the largest man's size possible and could not get them over my feet - and I take a 10 in men's shoes. The sock designs are very nice but the sock runs very small.",0
sample_04108,"Title: FOR HAIR - Produces mild lather; a bit oily; argan smells the best; dislike the juniper
Review: There are three bars of soap in this set (argan, juniper tar, and coconut oil. The juniper tar bar smells absolutely awful--like burnt cigarettes to me. The coconut is okay but the argan is the best. I really like the fragrance of that bar. These bars produce a mild lather but are a bit oily. As a result they are moisturizing.<br /><br />Note that I use them on my body as I hate these for the hair. These are rated for the hair only but do not say that on the Amazon site.<br /><br />The current price of $16.99 comes to $5.66 per bar, which is competitively priced. If these were for the body and smelled better, they would have gotten about 4.5 stars from me.",1
sample_08004,"Title: Absolutely adorable
Review: Love SAKKAS!!! Always the best dresses and very pleased with this one!!! Thank you!!!",2
sample_05430,"Title: I can count on this product!
Review: I can count on this product to be good every time I buy it.  I like that it is hexane and preservative-free.  It soothes dry hands and lips like no other product.",2
sample_05116,"Title: It's just ok
Review: If you are looking for something cheap to get you by or to carry around as not afraid to loose, then this is ok. To look amazing, not so much.",0
sample_00826,"Title: Skip This
Review: Looks good, long enough for the place I wanted to use it but .... it doesn't work",0
sample_01106,"Title: Comfy and easy to use!
Review: I really like these wireless earphones. They are very comfortable and have great sound. The controls are really nice. I love how you can skip a song just by pressing on it twice. This is great for working out because you dont have to stop at all! You can even control the volume from the earphones too. I would highly recommend these!!",2
sample_04647,"Title: Made my white hair darker, Not silver, Not  a fan.
Review: My hair is growing out natural after years of dyes, and weaves. Its white,  silver and a little salt and pepper on the sides and back ( so far!)<br />This did not do much for my hair like Pureology for blonde hair does .. It actually made my hair it a bit dark!<br />I use Pureology for blonde, it’s purple, and I use the Conditioner. It makes my hair Silver, and shinny.<br /><br />My husband Does mens hair  Beverly hills,  and my daughter does hair in the film industry.<br />So I got this whole sale and not from Amazon, which I love.<br /><br />I, or my family has Nothing to do with Pureology",0
sample_06667,"Title: Fuzzy facing foot too
Review: Very comfortable but...“cush” unfortunately flattens down just like much less exensive shoes.",2
sample_08063,"Title: Mesh, not cotton
Review: This description is misleading. I thought I was ordering cotton panties, and instead they are mesh. It all depends on which button you click above. If you want cotton, make sure you don't inadvertently choose mesh. The two types should be listed separately in my opinion. The mesh panties are OK if you want mesh panties, which I don't. So they will go to Goodwill. Very disappointed that the description wasn't accurate.",1
sample_04774,"Title: Eh, it’s ok
Review: Not strong and doesn’t smell like vanilla until it sits for a while",1
sample_01450,"Title: Happy kid
Review: I bought this for my son. He says he loves it. I hear it blaring from his bathroom daily.",2
sample_07452,"Title: Cute Cut Out Straps
Review: My daughter is 17 and likes wearing 2 piece swimsuits. This one has cute cut out straps which she really liked. She wears mediums in women's tops and this fits okay, but when she stretches or reaches up, it rides up a little. The top is not adjustable either. The white material seems to be thick enough, but the pads are clearly visible which she did not like at all. One thought would be to remove the pads, but she doesn't feel comfortable doing that with her D cup size.",1
sample_08916,"Title: Great for the money!
Review: Great sandals for knocking around in.  They are comfortable.  They do run just a bid on the large side.",2
sample_05518,"Title: terribly disapointedIt h
Review: It has a weird smell.  Not at all what I wanted.  It doesn't last long.  Someone said they paid 6 dollars.  Ha.  I paid 15 on sale. It's not worth it",0
sample_08265,"Title: Not made well, legs are wide at the bottom, and curl up, stick out.
Review: When I tried these NYDG crop pants on for the first time they looked, and fit great, and were a 5 star.<br />Then I washed them in cold water  , and put them in the dryer.<br />Now The bottom keeps curling up, the slit on the side is sticking out, and these have shrunk , although loose in the waist!<br /> The bottom is too wide, and looks goofy!<br /><br />I have to say, I have other pants from this company. Long jeans to the ankle  (pale pink), tighter slimmer fitting leg, and love them .<br />I think these are over priced., and Not made well, or did I get a bad pair!!!<br />I'm 5'3, 130 lbs. have long slim legs for my hight. I wear a size 10.",0
sample_06120,"Title: odd cut
Review: This is comfortable but it flares in an unflattering way at the bottom. I'll need to tailor it somehow.",1
sample_07967,"Title: Way to small
Review: Runs very small all over",0
sample_07494,"Title: NOT true to size at all!!!!!!
Review: Size is NOT true......It was at least 2 sizes too small",0
sample_03518,"Title: wahl balding clipper
Review: Husband likes a tight shaved head... this is as good as you can get without an actual razor blade.  It is stubble free? No.  There is stubble but it's very short and fairly smooth.  I didn't get a before and after pic which would have been best to show this - however, I feel it is clear to say that there is still a very low cut stubble.  I don't believe you could get closer with an electric razor without using an actual razor blade. Now, if you don't have much hair on top, it will probably feel smoother.  My husband actually still has quite a lot of hair.  He just prefers it to be really short. It's not too noisy, but does heat up some so take care to use as quickly as possible. It is easier to hold than some of the older and larger Wahl clippers in my opinion. There are replacement blades, but you have to look hard to find them.  I actually read the questions section to find them through an amazon link.  Having said all of this I never hesitate to update my reviews should new info seem useful.",2
sample_00462,"Title: Perfect for our cruise & beyond.
Review: I would definitely recommend this for a cruise or a bedside table. We are continuing to use it at our charging station.",2
sample_00912,"Title: logitech keys to go
Review: So... this is the second one of these I have purchased... the first one at Best Buy and I thought it was defective.  However, after trying this exact same one here, it failed to link with any one of 6 devices.  To name a few, Samsung Galaxy 7 cell, Samsung tablet, Iphone 6, various others, all blue tooth enabled.  Not a single one &#34;located&#34; the keyboard.  Since NO instructions come with the keyboard, I googled and Youtubed.  No use.  To be honest, I am not sure how the other reviewers got this to hook up! It shouldn't be that hard, turn it on, the blue tooth light flashes and you should be able to &#34;scan&#34; on your device and find the keyboard. I thought there may have been a trick, but apparently not.  It's a shame because the cloth covering and size were perfect.  I really wanted it to work. As I tried this on a wide range of blue tooth enabled devices, both android and apple, and not a single one could &#34;find&#34; the keyboard I cannot recommend this keyboard and I returned it.",0
sample_05370,"Title: Doesn't hold hair.
Review: Ease to use...No<br />Hold hair up...No<br />You will have to use a rubber band product along with the item",0
sample_07574,"Title: Good value
Review: Good value",1
sample_01800,"Title: Not as good as I'd hoped
Review: So-so. Not  as  good as I'd  hoped for. I'd been using old style Sony headphones to listen to late night radio and thought this would be a great alternative. But it was cumbersome and only had one  speaker.",1
sample_01120,"Title: Lasted less than 60 days
Review: Delivered May 11, 2019 and as of 1057 pm, July 10, 2019 it is no longer working. Need I say more?",0
sample_05838,"Title: Great serum for every day use!
Review: This Hyla3D™ Face Serum Hylaruonic Acid is a great serum. I have been using serums for over 10 years now, every morning after I shower and I have definitely seen a noticeable improvement. This complex is great and contains all you need to combat aging and fine lines. It goes on easily and absorbs readily to give your skin what you need. Highly recommend for all skin types.",2
sample_06747,"Title: Runs very small. X Large is like a Medium! Maroon, not red.
Review: I did not recieved a Red shirt, this is a Maroon shirt with white or silver lines going through it, and a X Large which is usually<br />Too big for my husband.<br />But being this is supposed to be a winter shirt, I figured he might wear a shirt under this.<br />The shirt was Too Tight. Its more of a size Medium, and is Not soft, and Not comfortable.<br />Hubby is 5’9, and weights about 55 lbs.<br /><br />I expected a warm nice looking casual shirt for after the gym, or for going to the movies, hunging out.<br />Instead to me it looks like a older mans shirt from the 70s or 80s, or its the color and Synthetic material.<br />If it fit my husband he could wear this around the house at least.<br /><br />Made well. Zipper works good.<br />This is the reason for the 2 star!",0
sample_03652,"Title: Scent is not strong!
Review: I expected more of the scent of Jasmine.<br />I bought this for the scent, and its just not there. So I will not buy this again.<br /><br />That said , the lotions has a nice texture, and is somewhat thick..<br />It does not feel like it is  watered down.<br /><br />Bottle is good looking, and this might be a nice gift in a basket with other bath things.",1
sample_03277,"Title: You can't buy replacement rollers for this!
Review: The product itself is great, but you cannot buy replacement rollers for it. So once they wear out it is useless.",0
sample_01799,"Title: Discolors Easily and Cracks Easily but Cute for a Couple of Months
Review: Okay but discolors easily and cracks easily. Was super cute for the first couple of months. Now, it is discolored on the bottom (like pink) and cracked in several places although I haven't banged it against anything or dropped it. Just a cheap case.",1
sample_03580,"Title: Five Stars
Review: Crisp, clean and refreshing.",2
sample_04674,"Title: Strange Lip Balm
Review: Balm is soft and mushy and you end up with more on your lips than you want. The fragrance is way too strong and it kind of burns your lips. Will not buy again.",0
sample_06629,"Title: embroidered biboveralls
Review: I am 5'7""  38DDD and usually wear a 14/16 or 0x/1x. After reading other reviews, I sized up. While these seem to run a bit on the smaller size body wise, they are insanely too long.  I should have noticed the model in the ad looks to be wearing really tall heels... of course, I will not be wearing heels with bid overalls - although that is a bold choice.  I am going to have them hemmed, which is reducing most of the bottom leg embroidery - but they are a good 4"" too long and I'm not short!  I think it will look better than folding/rolling them up.  Also, the straps are odd because you the adjustable part of the strap isn't long enough.  You will want to adjust them up, but you end up going into the wider  part of the strap and then it folds and looks really odd.  Eh.  These are interesting, but honestly, I probably won't wear them that often and I am paying an extra $25 to have them hemmed and the straps fixed so they be adjusted a bit less awkwardly.  I never hesitate to update my reviews should new info seem useful and I hope my review was helpful to you.",1
sample_05609,"Title: maybelline precise liner
Review: As liner goes, this one is the one I keep going back to because it's liquid but not clumpy and easy to control.  It stays on for the day.  I just like it and can't always find it locally.",2
sample_01111,"Title: DO NOT BOTHER!!!!!!!
Review: worst keyboard ever, i gave it some time before writing tis rviiew ind well... the keys not only stick but certain ones actually jam down and get stuck to the point of having to be pried up, sorry i ever purchased it,its worthy and going into the trash can!!!!",0
sample_02276,"Title: Be careful if you attach to a keyring, etc.
Review: I have no problem with the performance of these devices, however if you attach it to a key ring, as I did, be very careful.  The plastic at the top can break and you could easily lose the device.  Luckily, when mine broke, it was in my pocket and I did not lose it.",1
sample_07213,"Title: Very short but very cute
Review: Very cute<br />Runs small in the waist",1
sample_06279,"Title: Too small
Review: Tight, way too tight. I ordered large and it fits like a medium.",1
sample_04318,"Title: Wouldn't cure stayed wet
Review: It's not what the picture looks like at all.  Its just pink glitter polish.  For some reason it wouldn't cure under my lamp. Very disappointing",0
sample_01330,"Title: Great for kids in Sunday school
Review: Lots of religious stickers - was<br /> Not what I was expecting. Will be great for kids on Sunday school",0
sample_06815,"Title: derby hat
Review: Horribly disappointed.  I ignored other reviews that report the same as I am.  Completely crushed, unrecoverable.  I did attempt to steam correct, no luck.  Arrived with one thin piece of brown paper that I assume was supposed to be inside the hat, it was outside the hat further crushing the design - particularly the side flower area.  No way to recover it.  Colors are off from the photos, but I was expecting that - they are never exact.  The pink is hot the orange less so - I was sort of hoping for more of a coral but it's flat orange.  All in all it ends up looking like a $1.99 costume hat.  I was thinking that the barrel crush was just the packing, however, it appears the sewing is part of the problem and it is actually lower one side!  I've said it before - but it's junk.  It needed to packed in a box and properly paper stuffed in order to be viable.  I wish I would not have ignored other reviews reporting their experience with crushed items.  Went right into the trash.  Hoping to save others the disappointment.  I have also provided photos to prove my thoughts.",0
sample_01572,"Title: mothers day gift for mom
Review: I purchased this for my mom, who has been an IPAD user for years... she &#34;borrowed&#34; mine a few weeks ago and in order to retrieve MY Kindle, I purchased her one!  She LOVES it.  Go Mom!  One person at a time, I will convert the world to Kindle!  :)  I think one of the best things about the Fire is the ease of use.  I had one that was a first gen.  I now own the bigger HDX.  It's just a huge improvement from the first gen version for some small and some bigger reasons. The power button AND volume buttons are so convenient.  I haven't used the camera a lot yet, but I will.  If you're sitting on the fence, go ahead.  Jump in.  I am pretty confident you'll love it too.",2
sample_05734,"Title: Very poor quality
Review: Flimsy, pretty useless.<br />Not worth the $$.",0
sample_02799,"Title: Paid for new, got used
Review: This cable had been opened, was a mess in the package with one of the protector caps missing.  So far it seems to work fine so that is good but sending used without being upfront about it is shady at best.",1
sample_08883,"Title: Order carefully
Review: Ok... These are nice slippers with rubber bottoms which is good if you have to run outside for anything... the BIG downside is that they run REALLY small.  So much so I would recommend ordering TWO sizes up... unless you like your heel riding the rise on the back/heel of the slipper.  Isotoner really wrote the book on comfort and slippers... a good brand... however they really need to consider WHERE they are having the slippers made.  Slippers SHOULD run a little large because that is how slippers are worn!",1
sample_03093,"Title: love it
Review: Crabtree & Evelyn have discontinued this scent in a lot of their products, shampoo, conditioner, etc... I'm sad about that as it's one of my favorite scents. I actually use this in shower/tub... but it would work as hand wash, of course! It's hard to describe the scent... the best I can say is that it is slightly woodsy?  I like light, clean scents and this is perfect for me.  But everyone likes something different.  Would be five stars if the price was more reasonable.  *sigh*  I always update if there are any issues.",2
sample_05651,"Title: I didn't like it.
Review: Smells old. Glad the smell didn't last.",0
sample_08988,"Title: I do not recommend Too small
Review: These run three sizes too small! I normally wear a large but it suggested I order an extra large and that is way way too small.",0
sample_07276,"Title: Too small
Review: Looks great, but runs pretty small.",1
sample_07500,"Title: Cute for trendy teenagers, gold to shinny to be real.
Review: These two necklaces come in a nice gifting package together.<br />There to look like replicas of antique jewelry. Although Very light weight.<br />It says there 14k Plated.<br /><br />I wear 14k and 18k, yellow and white gold (not altogether) and these do Not come close to the<br />Right color of gold, and  there too shiny. I would not wear these with any real jewelry together.<br />The one that has the disc is a nice design , as is the shorter paper clip necklace.<br /><br />These sizes and type of jewelry are popular right now and look good for casual wear.<br />I think these are cute for teenagers for everyday.",1
sample_02542,"Title: Stable but heavy
Review: The stand is very suitable for holding tablets, phones upright.  It is heavier than I expected though, and I am disappointed that I can not use it and charge my phone or tablet while they are in a vertical position.",1
sample_00220,"Title: Returned
Review: Unfourtunatly this did not fit, returned",0
sample_06394,"Title: Not best quality.
Review: Did fit as promised. Ordered XL, would stay on daddy’s feet. He is in a nursing home and needed slipper socks.",0
sample_05466,"Title: Great body trimmer for men!
Review: The Remington Head & Body Grooming Kit is a great low cost trimmer set. I had my son use this for almost a month now and he had nothing but glowing things to say about it.  Lightweight, ergonomically fits well in his hand, and does the job of precision trimming (particularly with his facial hair) perfectly. I think this would make a great holiday gift for the man in your life who wants to look their best!",2
sample_06253,"Title: The item is poor quality for the price.
Review: The brown top is not what I expected.  The price was much more than the quality.<br />I would like to return the item.",0
sample_07797,"Title: Sent wrong size.  Nice shirt, but had to return it.
Review: Ordered a Medium and they sent a Large.  Had to send it back.  Pretty poor order processing.  All the paperwork said clearly MEDIUM  -  the shirt had a big sticker on it that said LARGE.  WTF?",1
sample_03842,"Title: More of a runny liquid than a gel but soap lathers & cleans well & smells nice
Review: When the bottle says this is a gel, I expect a soap that has more viscosity or body to it. However, this is very liquidy.<br /><br />This smells very nice and lathers and cleans well. I just wish it was thicker. The current price of $3.74 ($4.98 minus 25%) for a 13.53 fluid ounce bottle is competitively priced for this.",1
sample_08944,"Title: Perfect!!!
Review: Perfect for Star Wars fans!!! Thank you",2
sample_04135,"Title: A 10
Review: This little tube lasts a long, long time. Never greasy and sinks right into your skin.",2
sample_07891,"Title: Love these slippers!
Review: These are super cute slippers. They resemble the Uggs I had last winter and can easily be mistaken for same. Quality made, these slippers certainly can keep your feet warm during the cold winter months. I got the pink color in a size 9 and they fit my feet perfectly.  For the money, these copy cat slippers look and feel just like the much more expensive brand. I highly recommend these. They also come in a cute bag (not a box) and it is perfect for storing them as well.",2
sample_01473,"Title: This DVD player does not respond well to the remote control.
Review: The remote control was very complicated and it came with only a general sketch that didn't explain what each button does.  When I called Sony, they wanted $5 to get tech support.  Even with fresh batteries, the remote had a mind of it's own.  If I tapped Episodes, it would go to features.  When I tapped play all, it switched to something else.  No more Sony for me.  The worst was when I tried to get more specific directions and found none on line.  I am not willing to pay for tech support for a brand new DVD player.",0
sample_04586,"Title: So so
Review: I was expecting a better quality print.",1
sample_07389,"Title: Beautiful Watch
Review: This OLEV timepiece is stunning.  I originally purchased for my husband, but I will be keeping this one for  myself.  The diamonds just lit up my wrist.  The quality speaks for itself.  The Roman Numerals on the face give it a sense of nostalgia and beauty.  To my surprise the watch came with two tools, so I can adjust the size without trying to find a jeweler or watch repair shop.  Living in Florida, I love the fact that it is waterproof up to 30 meters.  With the trends allowing larger jewelry pieces, this will be a main staple in my wardrobe.  I would definitely recommend this watch as a gift for someone else or for yourself.",2
sample_08715,"Title: Too small. Definitely size up 2x on band AND cup.
Review: I had ordered this twice now, once in the past and once recently. And both times the sizing was wrong. I did two sizes up on the cup size since the first time it was way off. But the second time the band was way too small. I was insanely annoyed. I think that the bra is definitely no bounce and would be GREAT if you find your size. Personally, not going to bother a third time.",1
sample_01625,"Title: Not  good ""gaming"" laptop
Review: I bought this as a replacement for my 1200 dollar helios 300 that was 4 years old. I thought the technology would've improved that a 800 dollar new laptop would perform better then a 4 year old 1200 dollar computer. I was wrong. I averaged 60 fps with major lag spikes in teamfights in League of legends a 10+ year old game. I expected 120+ with the screen at 144hz. But it wasn't the screen holding me back it was the gpu, I guess. Also had poor performance in Dota 2. I wouldn't recommend this laptop. Also the volume on the speakers never rose over 50% it seemed. I couldn't hear the other players voices in dota 2 with everything on max. It was the computer, my note 20 is faster, clearer, battery stronger, and a smoother experience in League of Legend wild rift. So if you don't mind dying everytime there are more the 1 thing going on like single player games, go ahead and get this. But if you want to be frustrated every time you play, go ahead and get this ""gaming"" laptop. I didn't even try any of the AAA games, so maybe it's just the games I play. SMITE, DOTA 2 LOL PALADINS",0
sample_06720,"Title: Beautiful Shades
Review: These are fabulous!!! Love them!!!",2
sample_00507,"Title: Super-sensitive hang-up button!
Review: Great sound, but a ridiculously sensitive hangup button on the cord ruins it. By moving around, you will keep hanging up on people unintentionally!",0
sample_06924,"Title: Okay shirts, why the wrinkles?
Review: We bought the red as well as the white shirts. They were super wrinkled upon arrival, and remained so even after washing. He hasn't worn them yet.",1
sample_06311,"Title: arrived wrinkled and is not wearable
Review: Terrible product",0
sample_01934,"Title: Okay, but minimal to no benefit from warming filter
Review: To be honest, I really do not see much if any difference when I use this polarizer versus my normal polarizer.  It works well, but the warming effect really does not show up strongly enough to really affect the images.",1
sample_03738,"Title: Great facial moisturizer for men
Review: I have been stressing to my 30 something year old son for years now how important it is to take care of his skin. I think now that he is getting older, he is finally beginning to understand. He has been using this for almost 3 weeks now and he loves it. When he gets out of the shower and dries, he does his usual shave routine and finishes it by applying some of this moisturizer. He says it applies lightly, absorbs quickly and has barely any fragrance which means it won't conflict with anything else he uses on his face. He says his skin has felt smoother, softer and better than it ever has. I have already bought him another bottle for a stocking stuff for Christmas since he seems to like it so much. Highly recommend.",2
sample_01877,"Title: So, so
Review: Have had some pesky problems with this which require restarts to correct. Certainly a good product but sometimes a bit of a hassle. Compared to my wife's larger Kindle it seems much slower than it should be.",1
sample_01576,"Title: Keys stopped working otherwise exceptional
Review: Purchased October 2017 for use with Android Phone. Design and footprint absolutely wonderful. Easy to carry, keys easy to use (yes, there is a placement issue for touch typists). The BK03 was a go to accessory whenever I traveled -- didn't need to bring a laptop for writing long E-mails or editing documents on the fly.<br /><br />Suddenly in September 2018 some of the keys stopped working. Tried unpairing and re-pairing the device...tried pairing it to other phones and tablets...nada. Not much assistance from iClever. So the keyboard is kaput after about a year. As I purchased the keyboard on a discount, I'd say it was worth the price. Will I replace it? Probably not for the full retail Amazon price. It's a shame too, this is probably the best BT keyboard ""ive used with my smart phone -- just not durable over time.",1
sample_06119,"Title: These jeans are small.
Review: These jeans are very tight.  Other than the jeans being too small, they wash well and didn't lose color.  I can't say much more on them because they didn't fit.",0
sample_04172,"Title: Okay
Review: I have tried several different hair trimmers for removal of facial hair. This one is just okay. It does come with a battery, which I do appreciate. It also comes with 2 different blades, one for facial hair and the other for eye brows. It just doesn't seem to work as well as some of the other trimmers that I have tried. It's not bad, it's just that there are others that are much better.",1
sample_01169,"Title: Nice for watching/listening on your phone.
Review: I read that this could hold up to 11 lbs...I dont know of any phones weighing that much. I thought it was metal but it is a hard plastic but it feels pretty sturdy. I have my phone in an otter box and its a bit thick, but it sits in this stand pretty good for just watching anything and listening to music. However, while its in the stand, you really cant text on your phone because it gets knocked over lol. If you want to use it for watching and listening then it works good for that. I cant see a tablet on it at all.",2
sample_02508,"Title: Very disappointing after big write up about how great it was
Review: Totally ineffective.  Cleans nothing.  Very disappointing after big write up about how great it was.",0
sample_03693,"Title: yuk!
Review: The smell is like this soap used in gasoline station restrooms or rest stops. Use the other EO soaps so much better value. I think they are mild enough to use on your face and good quality.",0
sample_05235,"Title: Boo
Review: Wife for event so much better had somebody bilder to put tape on  One side",0
sample_08465,"Title: Spacious bi-fold wallet but this anthracite black shows all scratches
Review: This is a bi-fold wallet with a removable ID window. On the left fold there is room for three credit cards and behind that bank of slots is a removable leather ID pocket that can hold one ID and two credit cards on the back side. On the right side is room for four more credit cards and one more behind that. This means 11 cards can be stored inside. There is also a double billfold.<br /><br />The front of the wallet has a nice lion's head embossing on it.<br /><br />The wallet also comes with RFID protection to protect the credit cards from scanners. However, I have no way of verifying if this works or not.<br /><br />It also comes in an attractive giftable box.<br /><br />In summary, the slots in this wallet allow for the easy retrieval of all cards. I do not care for this anthracite black  leather because it shows every scratch and finger pass on leather. The wallet is also thinner than some other men's wallets. I have no idea how much this will cost but if it is priced in the $10.99 range, then that would be reasonable as long as one does not mind how this style shows every blemish.",1
sample_04328,"Title: This is a terrific eyebrow pencil!!
Review: I have dirty blonde hair and I am a woman in her 60's with ever more thinning/graying brows. I typically go for eyebrow tinting every two to three weeks to try to mask the gray. It honestly looks great for about a week and then the gray begins to reappear. I have been looking for a good eyebrow pencil that can help me and typical pencil type ones just don't seem to do the trick. This is a great brow pencil. It's not a pointy tip, it's a slanted on which makes it super easy to totally cover my brows and mask the thinning. The handy brush is great, too, to evenly distribute the crayon. This lasts all day and makes my brows look absolutely great between tintings. Highly recommend!",2
sample_02605,"Title: Turns yellow FAST
Review: Absolutely love the item but dislike the fact that it turns yellow within a few months!",0
sample_08320,"Title: NOT comfortable
Review: I will never buy these again. They are very cheaply made. These have gone down hill in the last few years. You will be sorry",0
sample_01349,"Title: These work correctly and are strong
Review: These zip ties are a decent bargain and they work well. They are a perfect length for lots of uses.  I used them to tie together a cord and it worked out great.  I tried to undo it as a test and could not.  I had to cut it and it wasn't easy to cut.  Recommended if you need a lot of zip ties.",2
sample_07247,"Title: Order A Complete Size Down
Review: These are not a true fit! They are way too big and I suggest ordering a whole size down.",0
sample_05331,"Title: Very Soft
Review: This brush is way too soft for me. I was looking for something that would really scrub.",1
sample_05399,"Title: Ok
Review: These get the job done but not as well as my regular Gillette Mach 3. I have never found a disposable razor that works as well as it on my legs. I’d rather take the Gillette traveling.",1
sample_02429,"Title: Uniquely disappointing, sophisticated, expensive gadget
Review: Excellent connectivity and convenience with Apple products. Battery life is mediocre for phone calls. Compared to AirPods these are more comfortable, provide “better” isolation from external noise, stay in ear a little better. Sound quality is where the AirPod Pro fails. The improved bass from better ear canal seal washes out low definition midrange and treble. Are these worth the price, not if sound quality matters. These are good for short phone calls, audio books, and podcasts. There are better alternatives for sound quality.",0
sample_08554,"Title: Cute & modern
Review: Very modern & cute but material is cheaper & thin so not sure how long they will last.",1
sample_00325,"Title: One Star
Review: did not work",0
sample_01239,"Title: Fine, but a bit weak.
Review: This neck fan works well, but it's a bit weak. I still get sweaty in the areas it blows cool air. The neck fan fits our youngest daughter as well as me. The rotation of the fans isn't the best, but at least they reach where we'd like.",1
